iteration,total_loss,recon_loss,total_corr,betaVAE_kld,k_sim_loss,k_contrast_loss,lambda_TC,kld_dim1,kld_dim2,kld_dim3,kld_dim4,kld_dim5,kld_dim6,kld_dim7,kld_dim8,kld_dim9,kld_dim10
3040,536.52,122.4,5.4,69.05,2.19,3.09,3.3863511085510254,7.21009,6.90859,7.2807045,7.075324,6.7400904,6.659583,6.8794737,6.8942614,6.7073336,6.6895885
3060,554.0,136.39,5.64,68.01,2.02,2.9,3.3863511085510254,6.5833473,7.3098655,7.0726776,7.077501,6.643364,6.528444,6.8807807,6.7873206,6.6124315,6.5130625
3080,535.36,126.65,5.5,66.78,1.93,2.25,3.3863511085510254,6.6420016,6.862331,7.033187,6.847324,6.5486574,6.752992,6.591102,6.624738,6.4347796,6.442224
3100,552.38,137.37,5.65,67.25,2.12,2.84,3.555668592453003,6.84522,6.8894687,6.9234247,6.8136764,6.557197,6.714222,6.882505,6.591365,6.5733814,6.4555335
3120,554.01,132.69,5.56,68.13,1.97,2.56,3.555668592453003,6.940852,6.8442264,6.8950605,6.9958777,6.772933,6.9366903,6.7723694,6.6531286,6.632421,6.6831255
3140,540.91,124.23,5.38,68.42,1.84,2.49,3.555668592453003,6.9425955,6.74748,7.0395827,6.828598,6.954319,6.7004747,6.9354706,6.8602805,6.6945972,6.718921
3160,568.07,142.39,5.44,70.07,2.39,2.77,3.555668592453003,6.868739,7.2292395,7.2867775,7.2976704,7.073495,6.748826,7.068601,7.0096827,6.723792,6.7651625
3180,537.82,120.49,5.65,66.25,2.27,2.37,3.555668592453003,6.882541,6.5725036,6.6758685,6.6500945,6.8312416,6.332,6.636415,6.5757475,6.4346733,6.65858
3200,539.74,123.59,5.35,68.53,2.53,3.13,3.7334518432617188,7.347696,6.8452964,6.9520926,6.7651706,6.832231,6.4730644,7.193332,6.7455587,6.714414,6.665287
3220,546.63,122.62,5.31,69.27,2.39,2.69,3.7334518432617188,7.314637,6.864355,6.9674616,7.070007,6.8618236,6.856619,6.699915,6.7913127,6.7655845,7.0802727
3240,559.68,132.45,5.16,71.43,2.5,3.17,3.7334518432617188,7.477613,7.2379704,7.0275974,7.080963,7.4569244,6.803815,7.372754,6.8262877,7.0239973,7.122427
3260,560.5,131.05,5.77,66.89,2.22,2.72,3.7334518432617188,6.6409664,6.7926397,6.6710105,6.9476805,6.659443,6.442012,6.8697815,6.5489326,6.6042933,6.7148457
3280,561.19,135.72,5.16,70.71,2.69,2.35,3.7334518432617188,7.194322,6.988317,7.001257,7.177581,7.249715,6.9068294,7.0068674,7.064989,7.1460295,6.9753084
3300,554.9,124.59,5.61,68.34,2.31,2.56,3.9201242923736572,6.833354,6.744193,6.79797,7.0472736,6.9090195,6.5939255,6.7848926,7.0267076,6.8085346,6.7933903
3320,556.01,119.97,5.57,68.66,2.23,2.74,3.9201242923736572,6.91661,6.752388,6.742506,7.011221,7.2235312,6.7397614,6.924515,6.9170904,6.807658,6.62708
3340,552.38,122.88,5.42,68.2,2.48,2.58,3.9201242923736572,6.8956833,7.093014,6.8080974,6.7484145,6.9036016,6.6941237,6.933605,6.948175,6.6246033,6.5519257
3360,567.76,137.21,5.14,70.92,2.1,2.45,3.9201242923736572,7.001132,7.3143873,7.1908875,7.0701523,7.1656737,6.9095626,7.113626,7.3136616,6.829616,7.014879
3380,583.82,147.68,5.31,70.85,2.12,2.35,3.9201242923736572,7.0813856,7.037693,6.9958453,6.970285,7.4476204,6.893963,7.1542654,7.0947495,7.11001,7.0652905
3400,580.64,151.49,5.09,71.04,1.99,2.67,4.116130352020264,7.269298,6.946937,6.8044777,7.0952473,7.2707167,6.8845634,7.2636313,7.1586356,7.3174796,7.029699
3420,578.53,135.21,5.8,66.74,1.95,2.58,4.116130352020264,6.6532955,6.7076254,6.5107155,6.697834,6.723684,6.513746,6.8409386,6.690632,6.790872,6.6136026
3440,571.58,131.0,5.57,68.02,2.48,2.66,4.116130352020264,7.033962,6.5817575,6.806486,6.6235294,6.982444,6.450786,7.0518265,6.682167,7.028887,6.782426
3460,560.79,122.46,5.34,69.52,2.44,2.43,4.116130352020264,7.1447477,6.735367,7.050212,6.7567635,7.2122855,6.9179015,7.050088,6.7608867,6.8781443,7.017488
3480,564.33,128.47,5.39,68.49,2.43,2.86,4.116130352020264,7.157325,6.8027186,6.8459854,6.8112464,6.8219733,6.622646,6.766979,7.048335,6.688177,6.9267263
3500,581.18,139.14,5.2,71.65,2.9,2.83,4.32193660736084,7.4586844,7.2542715,7.016952,6.8357997,7.239211,7.0500402,7.2348857,7.2507963,6.9958415,7.313327
3520,578.01,131.84,5.31,70.14,2.26,2.61,4.32193660736084,7.1748657,6.7675714,6.767206,6.742217,7.2579193,6.8019733,7.162901,7.1379194,7.1323395,7.193357
3540,584.44,131.09,5.52,70.06,2.77,3.08,4.32193660736084,7.3682055,6.4436846,6.84655,6.9081855,7.047462,6.7879558,7.1919246,7.305196,7.031275,7.1267924
3560,576.1,129.27,5.04,72.86,2.21,2.8,4.32193660736084,7.4385605,6.909149,7.15847,7.134143,7.3386574,7.2846117,7.6962185,7.220748,7.3416567,7.3417892
3580,586.61,131.75,5.55,70.2,2.02,2.85,4.32193660736084,7.13552,6.8711467,7.028736,6.9958496,7.136985,7.211496,6.992773,6.922902,6.776687,7.12948
3600,571.47,123.14,5.67,67.49,2.01,2.92,4.5380330085754395,7.0689464,6.64693,6.7405243,6.610072,6.7976875,6.618114,6.8535194,6.8285456,6.4542236,6.871169
3620,600.66,134.99,5.51,71.43,2.79,3.2,4.5380330085754395,7.7621264,6.9168067,6.950922,6.8328986,7.2758207,6.8960524,7.071067,7.295856,6.6867156,7.739
3640,593.04,135.18,5.38,70.72,1.98,2.54,4.5380330085754395,7.6094246,7.0159316,6.6872454,6.861234,7.230096,6.990762,7.059371,7.482309,6.5990386,7.1824675
3660,601.6,129.4,5.62,71.87,2.89,2.96,4.5380330085754395,7.6151056,7.155927,7.312587,6.9475093,7.1238976,6.955146,7.1367254,7.4773235,6.8629375,7.283895
3680,589.13,126.47,5.31,72.5,2.46,2.52,4.5380330085754395,7.1381755,7.1110053,7.0940814,7.0455647,7.6071486,7.1820445,7.5375566,7.481546,6.9881167,7.3105426
3700,563.6,110.54,5.16,71.54,2.68,2.79,4.764934539794922,7.323263,7.265274,7.1841884,6.7643623,7.108944,7.13064,7.339958,7.192052,6.869747,7.3655524
3720,588.51,118.2,5.51,70.76,2.04,2.74,4.764934539794922,7.3730426,6.831749,7.013763,6.876089,7.113452,6.9474864,7.597686,7.2197733,6.8867254,6.897189
3740,596.88,125.29,5.26,73.47,2.78,3.04,4.764934539794922,7.658699,7.0474143,7.499423,7.126022,7.1895714,7.027211,7.9216113,7.5379066,6.9717474,7.4896336
3760,592.04,117.01,5.35,73.65,2.66,3.65,4.764934539794922,7.6548395,7.278398,7.243694,7.258301,7.578594,6.86236,7.8900466,7.6663876,6.9266453,7.28738
3780,590.16,121.72,5.32,72.09,2.45,2.62,4.764934539794922,7.256484,7.0082564,6.894884,7.3760023,7.253933,6.824037,7.64083,7.594948,6.7747374,7.4617577
3800,601.25,119.82,5.6,72.59,2.46,3.02,5.003180980682373,7.567853,7.032303,7.0756583,7.496335,7.409898,6.8025846,7.515123,7.7317543,6.495675,7.458665
3820,607.89,127.07,5.35,73.15,2.4,3.22,5.003180980682373,7.538028,6.9695735,7.298252,7.4331107,7.496337,6.872377,7.180194,7.865494,6.553108,7.941396
3840,596.26,113.36,5.11,75.89,2.77,2.96,5.003180980682373,7.806064,7.3947287,7.5331993,7.96097,7.9212794,7.2879486,7.459298,8.046263,6.7029276,7.7731934
3860,614.87,122.93,5.36,75.72,2.83,3.25,5.003180980682373,8.365726,7.2619743,7.426782,7.8286276,8.000063,7.0131354,7.162715,8.0343075,6.697652,7.929313
3880,615.68,121.38,5.16,78.39,2.94,3.55,5.003180980682373,8.620135,7.246788,7.984062,7.8194923,8.286474,7.026765,7.444373,8.541133,7.108127,8.314124
3900,625.76,125.9,5.27,78.49,3.17,3.16,5.253339767456055,8.270956,7.272311,8.036814,8.179993,7.7579265,7.356035,7.4855566,8.538147,7.4281135,8.162434
3920,625.07,121.59,5.37,76.42,2.81,3.03,5.253339767456055,8.070185,7.0929694,7.700947,7.8973365,8.682778,7.3055816,7.2326784,7.7274795,7.183477,7.5286474
3940,609.69,117.9,5.05,76.82,2.78,3.06,5.253339767456055,8.094623,7.5068684,8.238412,7.9401546,7.5225997,7.374034,7.3284984,7.9514403,7.2625294,7.6054316
3960,620.51,120.29,5.01,79.42,2.69,3.35,5.253339767456055,8.301743,7.8806505,7.764407,8.365378,7.990171,7.7198234,7.40477,8.342756,7.5972056,8.049428
3980,626.58,127.78,5.07,78.42,2.89,3.4,5.253339767456055,8.123388,7.922366,7.773243,8.37542,7.785118,7.544133,7.3439994,8.047097,7.4086795,8.091614
4000,622.53,128.91,5.15,76.31,2.76,3.12,5.5160064697265625,7.7675343,7.4830246,7.932372,7.818945,7.8159676,6.970989,7.3457637,8.164091,7.32208,7.684229
4020,630.28,126.17,5.36,74.55,2.57,2.98,5.5160064697265625,7.69781,7.244066,7.690796,7.6490264,7.6179385,7.253269,7.1722274,7.5722747,7.1950736,7.458702
4040,640.46,133.09,5.35,75.58,2.55,3.14,5.5160064697265625,7.6109533,7.3795547,7.4494033,7.7285194,8.00188,7.348552,7.3140616,7.6853294,7.2921004,7.7731886
4060,605.54,115.57,4.91,76.07,2.29,3.2,5.5160064697265625,7.661727,7.624778,7.1860747,7.8469477,7.781101,7.3118114,7.6633906,7.7383156,7.4465084,7.8072295
4080,622.88,123.83,5.05,76.69,2.6,2.95,5.5160064697265625,7.527791,8.02122,7.2629976,7.8861732,7.567457,7.5867605,7.261554,7.9572005,7.408483,8.208668
4100,607.66,111.48,5.32,73.13,2.24,2.95,5.791806697845459,7.1113925,7.4722567,7.555177,7.7004337,7.2597246,6.6737933,7.254514,7.5446024,7.092111,7.4666443
4120,632.92,121.58,5.28,75.04,2.97,2.94,5.791806697845459,7.314948,7.389213,7.1313534,7.634059,7.9358096,7.311729,7.430355,7.7265596,7.141572,8.019814
4140,609.81,106.7,5.26,73.27,2.31,2.93,5.791806697845459,6.9038696,7.4905734,7.102894,7.2566905,7.708193,7.0999827,7.550395,7.6569357,7.0449743,7.4558616
4160,627.68,121.93,4.85,78.43,2.69,2.7,5.791806697845459,7.448852,8.181372,7.6568794,7.869727,7.880533,7.7689314,7.5540724,8.296992,7.5132437,8.25458
4180,639.8,136.26,4.8,78.46,2.63,2.69,5.791806697845459,7.8240886,7.9726806,7.51312,7.767957,7.688823,7.721801,7.6239467,8.533404,7.5788984,8.238942
4200,631.53,131.35,4.89,76.75,2.43,3.14,6.081396579742432,7.731743,7.598592,7.8882303,7.563102,7.5844345,7.489419,7.5062103,8.278617,7.588163,7.523805
4220,622.35,125.25,4.92,73.45,2.07,2.72,6.081396579742432,7.2424254,7.4136405,7.593979,7.2482657,7.270324,6.870101,7.3493385,7.9800367,7.422024,7.0586944
4240,612.34,115.35,5.1,71.35,2.2,2.57,6.081396579742432,6.982458,7.0464325,7.5226965,7.1282406,7.1806087,6.8232803,7.262592,7.4927664,7.121249,6.7914705
4260,635.37,128.29,4.97,75.42,2.04,2.79,6.081396579742432,7.3318534,7.613039,7.697761,7.75276,7.303386,7.2790327,7.6900826,8.009108,7.225635,7.51836
4280,634.84,123.79,5.22,73.59,1.93,3.13,6.081396579742432,7.5020247,7.493683,7.514486,7.3991365,7.19001,7.102025,7.262624,7.818865,7.0710716,7.238783
4300,629.43,130.19,4.85,75.01,1.93,3.09,6.3854660987854,7.226848,7.6585884,7.4330406,7.364682,7.445726,7.1874514,7.5748167,8.300446,7.505739,7.3111625
4320,623.06,118.33,5.19,70.0,1.85,2.67,6.3854660987854,6.9111037,7.019447,6.9001026,7.263481,6.885914,6.887252,6.958984,7.035095,6.9549627,7.179061
4340,632.72,117.15,5.21,72.32,2.08,2.32,6.3854660987854,7.2253723,7.1822505,7.0683665,7.479261,7.083514,7.247051,7.31863,7.2988753,7.0801787,7.3395514
4360,656.46,143.28,5.0,74.4,2.28,3.12,6.3854660987854,7.651901,7.72904,7.7505026,7.401127,7.4597464,7.097528,7.3628035,7.81274,7.037231,7.097028
4380,634.22,119.62,5.3,71.03,1.84,2.5,6.3854660987854,6.9429183,7.017391,6.959934,7.4267454,7.002714,6.933446,7.209962,7.295658,6.854129,7.39077
4400,622.67,114.43,4.83,74.92,2.51,2.56,6.704739093780518,7.361949,7.4839783,7.385469,7.6896415,7.3677063,7.194963,7.557744,7.977993,7.230064,7.669056
4420,637.25,117.09,4.84,75.59,2.26,2.63,6.704739093780518,7.502414,7.2981105,7.952958,7.415533,7.7621,7.110563,7.7558374,7.809146,7.342344,7.6453433
4440,638.91,116.49,4.74,77.46,1.85,2.61,6.704739093780518,7.670554,7.316883,8.041256,7.678274,7.8419294,7.3528724,8.016197,8.152309,7.65505,7.7386646
4460,634.51,118.38,4.86,74.37,2.19,2.52,6.704739093780518,7.4856467,7.2069864,7.803334,7.2947636,7.6049376,7.066875,7.6758223,7.6480994,7.2183094,7.361047
4480,645.73,121.78,5.14,72.78,1.99,2.23,6.704739093780518,7.036358,7.14167,7.1594844,7.7115974,7.1481647,7.14371,7.4582725,7.476057,7.1600485,7.341184
4500,658.65,126.86,5.11,75.27,2.08,2.79,7.039975643157959,7.4560356,7.363754,7.6607428,7.6735315,7.450141,7.175157,7.7518806,7.998333,7.1303115,7.608265
4520,651.16,112.23,5.18,73.41,1.73,2.27,7.039975643157959,7.1113625,6.935294,7.2884684,7.8728685,7.341133,7.144766,7.478128,7.4965816,7.14117,7.5996284
4540,670.28,121.74,5.22,75.37,2.12,2.75,7.039975643157959,7.4729953,6.997768,8.199866,7.6759214,7.745866,7.1615314,7.9692907,7.752996,7.1680923,7.2209735
4560,657.69,120.23,4.71,79.22,2.53,3.27,7.039975643157959,7.963825,7.394998,7.9496017,8.147303,7.7864223,7.6528234,8.504238,8.18051,7.630867,8.007729
4580,664.11,117.29,4.85,79.76,2.12,2.66,7.039975643157959,7.744272,7.3801966,7.7755585,8.195047,8.318171,7.7579074,8.703417,8.126896,7.928577,7.8319144
4600,670.04,125.77,4.7,80.95,2.63,2.83,7.391973972320557,8.152253,7.678817,7.7444015,8.114557,8.082878,7.834404,8.484755,8.574225,8.271605,8.015657
4620,659.68,113.04,4.76,78.37,2.59,2.95,7.391973972320557,7.871808,7.5190597,8.028067,7.9508085,7.957694,7.477075,7.9949164,8.006794,7.9041553,7.656933
4640,668.92,118.96,4.94,76.79,2.38,3.3,7.391973972320557,8.309298,7.188379,7.736882,7.9151187,7.501836,7.407617,8.231165,7.3699813,7.5938225,7.5362544
4660,677.86,121.91,5.17,75.13,2.49,3.22,7.391973972320557,7.7419195,7.078838,7.606588,7.756649,7.265189,7.1830473,7.8329306,7.6525536,7.3076377,7.7053366
4680,671.19,123.57,4.92,76.4,2.65,2.83,7.391973972320557,7.7007513,7.1204276,8.11181,7.852808,7.706272,7.275579,7.8864303,7.794449,7.3764,7.576536
4700,649.53,106.76,5.0,74.09,2.51,2.76,7.761572360992432,7.471166,7.188246,7.4036,7.1707754,7.236694,7.30653,8.0197935,7.5831337,7.20724,7.5036774
4720,664.94,109.47,4.93,75.5,2.27,2.55,7.761572360992432,7.4038754,7.5402617,7.669681,7.786752,7.4337263,7.1221175,7.87207,7.853622,7.253125,7.569236
4740,675.39,110.55,4.79,79.74,2.76,2.86,7.761572360992432,7.822202,7.8434668,7.9146023,8.080456,7.835988,7.537552,8.675313,8.614579,7.3711967,8.047419
4760,689.75,131.79,4.76,78.48,2.39,2.71,7.761572360992432,7.5000916,7.3607345,7.755258,8.288658,7.781272,7.2683268,8.501276,8.169304,7.595956,8.260569
4780,687.78,114.85,5.23,75.53,2.57,2.89,7.761572360992432,7.738803,7.130555,7.450372,7.744631,7.347673,7.097146,8.250931,7.9479094,6.9999824,7.8192053
4800,678.52,112.62,4.99,77.36,2.45,3.1,8.149650573730469,7.463651,7.7963595,8.058449,8.12627,7.482932,7.29779,7.776052,8.158872,7.383917,7.817466
4820,698.47,115.85,4.94,79.37,2.6,3.26,8.149650573730469,7.816574,7.5103736,7.7150183,8.301279,7.7304487,7.4751754,8.868918,8.414297,7.222467,8.318763
4840,672.99,108.42,4.68,78.44,2.0,2.04,8.149650573730469,7.6157,7.446087,8.040292,7.8408394,7.9383802,7.296768,8.485071,8.344142,7.5637603,7.867282
4860,705.27,121.08,4.69,83.24,2.64,2.91,8.149650573730469,8.141802,7.904728,8.067598,8.453247,7.998479,7.855502,8.877516,9.231482,8.027914,8.685707
4880,683.62,115.63,4.74,78.56,2.08,2.43,8.149650573730469,7.8839693,7.3548636,8.241533,8.188514,7.9385023,7.5163455,8.075073,8.107268,7.452112,7.8003454
4900,695.86,126.99,4.6,80.92,2.16,2.85,8.557132720947266,8.100895,7.889068,8.317635,8.15714,8.1975765,7.7692122,8.212368,8.420522,7.9543495,7.9036674
4920,717.51,127.25,4.73,81.55,1.92,2.84,8.557132720947266,8.388109,8.042346,7.973079,8.258562,8.571445,8.142096,7.973978,8.428817,7.935436,7.832929
4940,700.39,121.14,4.82,77.08,2.45,2.24,8.557132720947266,7.921691,7.62053,7.772212,7.929413,7.8682966,7.595439,7.631839,7.817018,7.496534,7.42694
4960,695.68,116.54,5.05,73.69,2.37,2.56,8.557132720947266,7.1806083,7.1646643,7.3011947,7.200233,7.51863,7.0833225,7.684561,7.9746723,7.134289,7.45046
4980,683.95,115.05,4.85,74.24,2.17,2.61,8.557132720947266,7.4294853,7.1777434,7.302593,7.1661043,7.7359195,7.2804184,7.530219,7.7494383,7.394502,7.4774313
5000,710.34,128.28,4.92,76.64,2.41,2.44,8.984989166259766,7.6923046,7.021388,7.4257803,7.362254,7.9908934,7.3431673,8.145674,8.050175,7.592186,8.02048
5020,705.31,124.13,4.71,76.68,2.56,2.64,8.984989166259766,7.824773,7.4793663,7.683376,7.7295713,7.630599,7.7067637,7.65396,7.9264565,7.518259,7.526098
5040,711.83,122.46,4.63,79.89,2.28,2.48,8.984989166259766,8.01446,7.723327,7.678713,7.8472757,8.410209,7.8676066,8.328549,8.297789,7.8073416,7.918706
5060,699.42,123.65,4.6,77.12,1.63,2.53,8.984989166259766,7.7965884,7.5861797,7.656563,7.6763167,7.7879524,7.8945174,7.7473564,7.8417487,7.4867287,7.6500263
5080,710.8,127.39,4.68,77.74,2.26,2.76,8.984989166259766,8.331171,7.4751225,7.288041,7.5889034,8.0118065,7.6353426,8.035748,8.198371,7.444561,7.7330675
5100,724.31,137.89,4.67,78.66,2.0,2.58,9.43423843383789,8.291183,7.75298,7.8473563,7.9093943,7.895896,7.783781,8.049486,8.038906,7.480243,7.6155257
5120,757.82,157.85,4.49,81.77,2.2,2.51,9.43423843383789,8.647273,7.9573374,8.066265,8.312756,8.33546,8.158452,8.169471,8.644415,7.815078,7.664817
5140,763.87,158.44,4.72,79.45,2.1,2.7,9.43423843383789,8.005005,7.6726522,7.764702,8.118355,8.15786,7.8966136,8.033414,8.346586,7.688734,7.7692733
5160,722.41,131.91,4.88,73.12,1.74,2.11,9.43423843383789,7.445612,7.0596085,7.638088,7.27604,7.5347443,7.0938525,7.3208103,7.359329,7.2483397,7.1415634
5180,731.7,130.72,4.87,75.69,2.23,2.21,9.43423843383789,7.6961226,7.2160835,7.9649487,7.51637,7.744478,7.3666186,8.001724,7.532598,7.2374353,7.417669
5200,744.96,143.71,4.52,81.6,1.99,2.42,9.905949592590332,8.536676,7.779105,8.292154,8.460316,8.078711,8.000911,8.322727,8.190466,7.9271965,8.012933
5220,792.84,171.12,4.54,83.24,2.24,2.38,9.905949592590332,8.249632,7.846751,8.6267805,8.084063,8.388469,8.179827,8.9240885,8.500208,8.2600765,8.183612
5240,769.81,143.44,4.92,77.89,2.37,2.62,9.905949592590332,7.6560574,7.476072,7.932843,7.2265944,8.025341,7.5425754,8.095114,8.2163725,7.872606,7.8484726
5260,783.69,166.16,4.7,79.35,2.32,2.47,9.905949592590332,7.8252296,7.53226,7.8742576,7.8344355,7.9152584,7.782266,8.225298,8.142691,8.267349,7.9499774
5280,757.79,136.24,4.8,78.91,1.97,2.77,9.905949592590332,8.081261,7.4936905,7.9659457,7.7890806,7.7549515,7.8595333,8.184374,8.047366,8.0497055,7.6806135
5300,752.6,135.62,4.79,77.79,2.5,2.79,10.401247024536133,7.7343063,7.524551,7.7649508,7.854795,8.108778,7.507187,8.098152,8.153316,7.5162134,7.5313997
5320,785.1,136.73,4.93,79.54,2.65,2.99,10.401247024536133,8.420075,7.576501,8.006794,7.902336,8.14645,7.6858273,7.8947363,8.259979,7.8024406,7.846608
5340,763.29,123.21,4.86,78.77,2.59,3.39,10.401247024536133,8.225756,7.449421,7.975588,7.5778465,7.8926277,7.723247,7.9823923,8.123364,7.900966,7.9144983
5360,770.18,121.18,4.97,79.02,2.72,3.24,10.401247024536133,7.7484674,7.816089,7.936626,7.6293273,7.9653525,7.7360992,8.145023,8.209351,7.7761765,8.053791
5380,765.91,124.21,4.88,78.74,2.62,3.11,10.401247024536133,8.041164,7.295472,8.02043,7.4569507,7.9456916,7.5752807,8.293214,8.216254,7.673433,8.222225
5400,790.33,138.71,4.92,80.34,3.07,2.93,10.921308517456055,7.824338,7.7481546,8.051332,7.301296,8.417972,7.790432,8.379926,8.241219,8.0435095,8.545563
5420,767.31,116.62,4.74,79.98,2.38,3.13,10.921308517456055,7.900653,7.6047783,8.698841,7.224413,8.506517,7.716142,8.1161175,8.1799,7.694448,8.338182
5440,790.34,124.91,4.85,81.34,3.06,2.95,10.921308517456055,7.9816494,7.758254,8.54715,7.358322,8.367182,7.871959,8.308943,8.396266,8.02706,8.726929
5460,790.53,120.29,4.65,86.58,2.52,3.1,10.921308517456055,8.274364,8.25422,8.962495,7.973048,8.926125,8.620582,8.988634,8.656838,8.493246,9.428123
5480,786.62,125.44,4.61,84.94,2.76,3.03,10.921308517456055,8.120401,8.197296,8.856649,8.013748,8.7375965,8.044043,8.295748,8.696151,8.7904415,9.187034
5500,788.28,125.59,4.8,81.77,2.5,3.16,11.467373847961426,7.7123747,7.845665,8.324326,8.024348,8.39003,7.861371,7.941158,8.328948,8.497335,8.849384
5520,809.67,126.81,4.74,83.99,2.91,3.33,11.467373847961426,7.878093,8.077887,8.389727,8.120924,8.876505,8.090396,8.467089,8.488035,8.315143,9.281245
5540,819.3,122.2,4.94,83.97,2.71,3.96,11.467373847961426,8.352304,7.9099364,8.435987,7.7857647,8.80172,8.054382,8.448076,8.524814,8.185196,9.474892
5560,820.84,128.45,4.7,87.36,2.77,3.51,11.467373847961426,8.143054,8.2851,8.689609,8.479479,9.13295,8.29516,9.022999,9.170141,8.213139,9.927771
5580,834.59,126.83,4.69,91.17,3.42,3.57,11.467373847961426,9.131956,8.484303,9.250633,8.736382,9.170973,8.979429,9.31799,8.887371,8.885157,10.320826
5600,786.82,112.03,4.65,83.89,2.85,3.49,12.040741920471191,8.731813,8.006238,8.454964,8.109575,8.826664,8.196722,8.612751,8.075075,7.909693,8.962822
5620,839.33,116.13,4.63,92.32,2.94,3.64,12.040741920471191,9.805004,8.432757,8.898307,8.280599,9.629803,8.79719,9.825037,9.233873,8.424147,10.993239
5640,845.91,125.53,4.8,88.3,2.98,3.74,12.040741920471191,9.9799185,8.079252,8.203648,8.625301,9.704477,8.24261,8.990134,8.768828,8.019608,9.683597
5660,853.3,131.37,4.82,88.22,2.85,3.44,12.040741920471191,9.003187,8.506447,8.780935,8.759209,9.377209,8.159789,8.779032,8.561788,8.620223,9.674167
5680,856.76,135.37,4.48,94.96,3.79,4.53,12.040741920471191,10.186898,9.1519165,9.146025,8.856405,10.031513,8.5607815,9.567556,10.223347,8.573931,10.6631975
5700,849.58,119.7,4.71,92.19,3.53,3.27,12.642778396606445,8.910518,8.491526,8.60665,9.372506,9.719008,8.70642,9.396758,9.57362,8.411933,11.003496
5720,865.89,130.0,4.46,95.04,3.36,4.43,12.642778396606445,9.118744,9.597122,9.327587,9.131071,10.018094,8.364428,9.711508,10.632455,8.616644,10.524519
5740,830.61,111.5,4.74,85.0,2.77,3.58,12.642778396606445,8.996009,8.108559,8.489477,8.223311,8.898602,7.7545276,8.448618,9.014163,8.081658,8.987752
5760,832.68,112.49,4.73,85.27,2.8,3.21,12.642778396606445,8.616439,8.429533,9.095293,8.972584,8.354124,7.836061,8.206471,8.938473,8.142591,8.675784
5780,849.55,116.48,4.69,89.23,3.6,3.78,12.642778396606445,9.615992,8.616779,9.53752,9.120898,8.835756,8.194662,8.829765,9.318035,8.471355,8.694047
5800,832.64,104.05,4.77,86.71,3.1,4.13,13.274916648864746,9.07836,7.9368515,8.972242,8.802835,8.735586,7.7385535,8.687628,8.8758545,8.644973,9.236958
5820,875.13,111.67,4.85,89.0,3.75,3.92,13.274916648864746,9.491068,8.040844,9.497257,8.588287,9.287435,7.920184,9.127111,9.678831,8.459757,8.907202
5840,875.51,119.31,4.68,90.81,3.82,3.89,13.274916648864746,9.527683,8.875361,9.60775,9.5589485,9.082862,8.066107,9.081421,9.1349535,8.81732,9.053648
5860,888.3,120.39,4.7,93.47,3.83,4.51,13.274916648864746,9.9059305,9.90961,10.004138,8.953835,9.198984,8.832446,9.020669,9.5622425,9.248989,8.837112
5880,865.36,118.12,4.44,94.24,2.97,3.97,13.274916648864746,9.960861,9.002827,10.118175,9.218401,9.7488575,8.705872,9.462485,9.359031,9.769751,8.890328
5900,884.12,129.79,4.37,97.47,3.56,4.27,13.938661575317383,10.089363,9.555816,10.013088,10.142884,9.594378,9.294661,9.642677,9.752798,10.147028,9.232358
5920,870.97,125.13,4.41,89.99,3.31,3.78,13.938661575317383,9.825742,8.508343,9.401639,8.867382,9.412505,8.573039,8.9653425,8.966101,8.958561,8.50827
5940,880.4,129.9,4.46,90.06,2.34,2.98,13.938661575317383,9.499971,8.496258,9.036532,8.739361,9.086323,8.733267,9.22536,8.782825,9.74683,8.713159
5960,854.91,116.18,4.6,83.73,2.58,2.82,13.938661575317383,8.43586,8.195557,8.507721,8.123586,8.192534,8.365229,8.198219,8.22183,9.41942,8.0672245
5980,881.65,132.56,4.65,85.33,2.75,3.68,13.938661575317383,9.5181875,8.072037,8.372113,8.663965,8.337077,8.484191,8.51831,8.21776,8.652964,8.490136
6000,858.52,112.5,4.66,84.26,2.8,3.44,14.635594367980957,8.760517,8.07585,8.315628,8.438618,8.488955,8.306243,8.466624,8.4123535,9.038011,7.961976
6020,868.69,117.03,4.56,83.21,2.89,3.52,14.635594367980957,8.776358,8.167066,8.2255125,8.392607,8.122738,8.248898,8.150501,8.156923,8.6007,8.368623
6040,880.35,121.02,4.58,84.74,2.66,3.04,14.635594367980957,8.818428,8.076565,8.7527685,8.202787,8.655739,8.186239,8.916266,8.386032,8.673401,8.073341
6060,894.22,123.0,4.51,89.5,2.69,3.49,14.635594367980957,9.422176,8.503343,9.365081,8.80362,8.936763,8.780265,9.158983,8.87467,8.94263,8.708251
6080,866.31,113.26,4.43,86.76,2.71,3.22,14.635594367980957,8.784409,8.987707,8.820299,8.659658,8.691229,8.704789,8.728259,8.501188,8.451839,8.433659
6100,877.35,123.91,4.57,83.36,2.92,3.24,15.3673734664917,8.85007,8.420389,8.180723,8.311716,8.195392,8.397278,8.292786,7.620283,8.757437,8.335505
6120,893.3,119.76,4.51,85.05,2.61,3.23,15.3673734664917,8.768774,9.022476,8.202678,8.540989,8.259645,8.222126,8.467073,8.236916,8.930675,8.399264
6140,902.97,134.25,4.45,85.33,2.42,2.87,15.3673734664917,8.730454,8.666082,8.594957,8.711261,8.456757,8.267373,8.465632,8.283339,8.840256,8.313408
