iteration,total_loss,recon_loss,total_corr,betaVAE_kld,k_sim_loss,k_contrast_loss,lambda_TC,kld_dim1,kld_dim2,kld_dim3,kld_dim4,kld_dim5,kld_dim6,kld_dim7,kld_dim8,kld_dim9,kld_dim10
3780,2327.66,231.96,28.13,8.89,0.25,0.5,1.0,2.15,2.2,0.75,0.35,0.62,0.69,0.59,0.41,0.5,0.65
3800,2328.69,264.4,27.99,8.57,0.26,0.36,1.0,2.05,2.04,0.53,0.6,0.5,0.5,0.62,0.54,0.67,0.52
3820,2305.94,244.53,28.18,8.37,0.26,0.38,1.0,2.02,2.06,0.51,0.5,0.56,0.47,0.56,0.45,0.66,0.56
3840,2321.92,222.44,27.18,9.26,0.27,0.38,1.0,2.11,2.07,0.62,0.65,0.63,0.6,0.75,0.61,0.64,0.59
3860,2366.83,245.46,28.31,8.66,0.28,0.36,1.0,2.09,2.1,0.5,0.62,0.46,0.4,0.65,0.56,0.66,0.63
3880,2304.75,245.87,27.61,9.03,0.23,0.42,1.0,2.13,2.19,0.69,0.52,0.48,0.42,0.81,0.47,0.67,0.63
3900,2344.78,248.38,27.87,9.07,0.25,0.42,1.0,2.17,2.28,0.54,0.55,0.56,0.46,0.66,0.52,0.64,0.69
3920,2330.83,252.15,28.68,8.5,0.23,0.45,1.0,2.0,2.1,0.49,0.59,0.69,0.68,0.44,0.43,0.6,0.49
3940,2316.68,241.61,27.88,8.54,0.28,0.35,1.0,1.97,2.03,0.7,0.53,0.52,0.69,0.62,0.48,0.53,0.48
3960,2279.12,228.54,27.22,9.54,0.19,0.43,1.0,2.29,2.39,0.6,0.49,0.52,0.53,0.68,0.63,0.59,0.81
3980,2340.57,238.36,27.3,9.55,0.24,0.38,1.0,2.26,2.27,0.57,0.62,0.48,0.47,0.78,0.68,0.59,0.82
4000,2313.98,244.03,27.03,9.27,0.25,0.46,1.0,2.18,2.21,0.76,0.54,0.55,0.61,0.63,0.53,0.57,0.68
4020,2371.48,241.72,28.14,9.0,0.27,0.47,1.0,2.21,2.27,0.54,0.54,0.41,0.42,0.64,0.63,0.59,0.76
4040,2306.03,226.55,26.89,9.64,0.23,0.45,1.0,2.23,2.29,0.67,0.61,0.57,0.56,0.83,0.63,0.55,0.69
4060,2288.52,226.0,27.4,8.82,0.27,0.47,1.0,2.09,2.14,0.68,0.44,0.53,0.62,0.68,0.5,0.48,0.67
4080,2305.4,259.53,27.36,8.86,0.25,0.41,1.0,2.1,2.15,0.54,0.51,0.56,0.56,0.65,0.58,0.61,0.61
4100,2347.24,235.51,28.32,8.53,0.29,0.47,1.0,2.06,2.16,0.51,0.48,0.51,0.54,0.56,0.51,0.49,0.69
4120,2325.62,230.3,27.03,9.69,0.23,0.44,1.0,2.29,2.31,0.47,0.7,0.59,0.4,0.79,0.67,0.74,0.74
4140,2273.11,239.66,27.9,8.43,0.24,0.43,1.0,1.97,2.0,0.59,0.54,0.65,0.69,0.49,0.46,0.61,0.42
4160,2333.38,247.37,26.25,9.97,0.24,0.38,1.0,2.31,2.3,0.56,0.73,0.51,0.53,0.85,0.78,0.62,0.77
4180,2311.79,250.6,26.61,9.74,0.22,0.37,1.0,2.22,2.3,0.7,0.62,0.47,0.52,0.84,0.61,0.67,0.79
4200,2358.44,259.01,27.35,9.39,0.25,0.42,1.0,2.21,2.29,0.56,0.52,0.52,0.49,0.71,0.57,0.69,0.84
4220,2299.28,242.51,27.55,8.95,0.24,0.46,1.0,2.13,2.16,0.57,0.66,0.45,0.55,0.72,0.56,0.56,0.59
4240,2274.89,246.78,28.45,8.22,0.23,0.4,1.0,2.01,2.1,0.38,0.54,0.64,0.57,0.44,0.44,0.62,0.48
4260,2371.1,239.78,26.99,9.9,0.25,0.46,1.0,2.28,2.38,0.7,0.57,0.52,0.69,0.75,0.65,0.52,0.83
4280,2339.48,231.9,27.38,9.65,0.23,0.45,1.0,2.3,2.34,0.6,0.66,0.42,0.45,0.86,0.7,0.59,0.74
4300,2313.4,245.05,27.22,9.56,0.21,0.4,1.0,2.16,2.18,0.6,0.59,0.75,0.58,0.7,0.55,0.76,0.69
4320,2335.68,223.63,28.46,8.98,0.23,0.41,1.0,2.2,2.15,0.72,0.52,0.49,0.66,0.74,0.6,0.35,0.55
4340,2310.93,231.61,27.45,9.07,0.25,0.39,1.0,2.2,2.16,0.49,0.57,0.55,0.55,0.7,0.65,0.54,0.65
4360,2376.12,255.56,27.08,9.75,0.25,0.44,1.0,2.25,2.31,0.72,0.59,0.52,0.52,0.75,0.67,0.62,0.79
4380,2278.85,221.07,27.19,9.42,0.21,0.35,1.0,2.21,2.22,0.78,0.57,0.57,0.72,0.73,0.57,0.41,0.63
4400,2296.95,206.56,26.94,9.74,0.23,0.37,1.0,2.29,2.36,0.68,0.55,0.52,0.64,0.81,0.69,0.47,0.72
4420,2301.62,259.59,28.42,8.18,0.25,0.46,1.0,1.99,2.07,0.51,0.39,0.6,0.55,0.51,0.39,0.57,0.62
4440,2304.9,233.92,27.6,8.75,0.27,0.45,1.0,2.08,2.15,0.68,0.41,0.63,0.68,0.56,0.41,0.57,0.57
4460,2303.84,234.45,28.22,8.44,0.26,0.46,1.0,2.07,2.03,0.5,0.59,0.48,0.49,0.56,0.53,0.64,0.54
4480,2275.84,246.95,27.64,8.66,0.23,0.36,1.0,2.07,2.09,0.59,0.47,0.54,0.63,0.59,0.54,0.54,0.62
4500,2332.69,251.6,28.17,8.71,0.25,0.46,1.0,2.13,2.2,0.57,0.48,0.47,0.43,0.65,0.51,0.56,0.7
4520,2312.65,231.67,27.45,9.48,0.22,0.39,1.0,2.28,2.3,0.64,0.5,0.52,0.55,0.8,0.62,0.49,0.77
4540,2308.05,227.63,27.19,9.28,0.25,0.44,1.0,2.2,2.19,0.56,0.54,0.58,0.56,0.67,0.57,0.64,0.77
4560,2296.27,247.38,26.86,9.5,0.22,0.42,1.0,2.25,2.26,0.6,0.55,0.55,0.6,0.82,0.6,0.51,0.77
4580,2375.7,233.97,27.67,9.34,0.28,0.39,1.0,2.12,2.13,0.72,0.46,0.76,0.8,0.65,0.48,0.59,0.64
4600,2289.18,243.25,26.82,9.47,0.22,0.38,1.0,2.13,2.15,0.6,0.72,0.59,0.62,0.68,0.57,0.82,0.58
4620,2299.57,226.41,27.99,8.64,0.26,0.41,1.0,2.07,2.1,0.42,0.69,0.51,0.44,0.59,0.53,0.7,0.59
4640,2306.61,230.4,27.49,8.85,0.27,0.47,1.0,2.03,2.14,0.67,0.55,0.57,0.58,0.69,0.49,0.52,0.59
4660,2267.32,220.7,26.47,9.69,0.22,0.38,1.0,2.25,2.27,0.53,0.81,0.6,0.49,0.71,0.62,0.75,0.66
4680,2271.19,242.28,27.58,8.99,0.2,0.42,1.0,2.2,2.17,0.51,0.71,0.48,0.46,0.61,0.53,0.7,0.63
4700,2313.37,262.36,28.1,8.39,0.25,0.37,1.0,2.04,2.09,0.64,0.46,0.45,0.45,0.63,0.49,0.5,0.62
4720,2249.49,237.97,27.52,8.57,0.23,0.41,1.0,2.05,2.06,0.54,0.64,0.49,0.51,0.61,0.52,0.57,0.56
4740,2295.84,230.29,27.5,9.31,0.21,0.42,1.0,2.17,2.15,0.69,0.6,0.5,0.57,0.73,0.59,0.6,0.71
4760,2314.05,254.88,27.34,9.21,0.23,0.45,1.0,2.05,2.06,0.59,0.68,0.77,0.72,0.62,0.49,0.69,0.55
4780,2314.08,226.71,27.51,9.3,0.24,0.42,1.0,2.22,2.27,0.61,0.57,0.49,0.51,0.79,0.59,0.52,0.73
4800,2294.01,234.1,27.12,9.38,0.22,0.43,1.0,2.21,2.23,0.57,0.66,0.58,0.6,0.6,0.53,0.7,0.7
4820,2361.94,246.11,27.0,9.47,0.28,0.44,1.0,2.21,2.16,0.7,0.62,0.54,0.64,0.8,0.62,0.48,0.69
4840,2256.6,232.85,28.73,7.93,0.23,0.43,1.0,1.95,1.96,0.55,0.36,0.73,0.61,0.43,0.34,0.57,0.42
4860,2362.83,240.79,27.14,9.62,0.26,0.4,1.0,2.21,2.22,0.68,0.5,0.56,0.5,0.79,0.69,0.68,0.79
4880,2298.33,251.4,28.8,8.04,0.24,0.35,1.0,2.03,2.05,0.48,0.36,0.59,0.55,0.45,0.41,0.51,0.6
4900,2293.11,235.56,27.44,9.1,0.23,0.43,1.0,2.19,2.24,0.68,0.47,0.61,0.7,0.62,0.5,0.53,0.56
4920,2296.08,243.97,28.95,8.07,0.23,0.32,1.0,1.87,1.93,0.62,0.4,0.69,0.64,0.44,0.31,0.69,0.47
4940,2304.61,229.2,27.57,9.01,0.25,0.38,1.0,2.05,2.05,0.53,0.72,0.6,0.64,0.52,0.53,0.88,0.48
4960,2314.69,246.35,27.34,9.07,0.25,0.35,1.0,2.24,2.24,0.47,0.56,0.55,0.46,0.69,0.68,0.52,0.66
4980,2256.26,237.42,28.61,7.96,0.23,0.43,1.0,1.94,1.96,0.52,0.49,0.59,0.54,0.48,0.38,0.63,0.42
5000,2274.65,239.19,26.87,9.27,0.23,0.4,1.0,2.06,2.09,0.75,0.41,0.87,0.85,0.59,0.47,0.62,0.57
5020,2331.18,235.02,27.36,9.05,0.28,0.46,1.0,2.1,2.15,0.55,0.67,0.59,0.61,0.58,0.6,0.58,0.61
5040,2269.1,228.07,27.19,9.17,0.22,0.4,1.0,2.09,2.12,0.55,0.65,0.78,0.63,0.54,0.53,0.78,0.5
5060,2248.68,227.65,27.6,8.75,0.22,0.42,1.0,2.2,2.24,0.48,0.59,0.51,0.48,0.6,0.53,0.58,0.54
5080,2373.22,250.11,27.48,9.18,0.29,0.39,1.0,2.12,2.19,0.71,0.37,0.64,0.49,0.69,0.54,0.7,0.72
5100,2303.8,239.36,27.88,8.66,0.26,0.42,1.0,2.05,2.14,0.66,0.43,0.47,0.52,0.65,0.54,0.5,0.7
5120,2334.91,239.64,27.26,9.42,0.25,0.37,1.0,2.14,2.19,0.76,0.41,0.67,0.62,0.74,0.57,0.59,0.72
5140,2271.72,229.45,27.06,9.41,0.21,0.37,1.0,2.13,2.11,0.65,0.65,0.68,0.59,0.82,0.59,0.65,0.55
5160,2278.83,237.99,28.1,8.66,0.22,0.4,1.0,2.08,2.17,0.48,0.51,0.59,0.5,0.61,0.5,0.58,0.63
5180,2242.45,244.38,27.62,8.48,0.22,0.42,1.0,2.04,2.13,0.39,0.56,0.57,0.44,0.56,0.54,0.63,0.62
5200,2331.75,235.13,27.87,9.04,0.25,0.42,1.0,2.2,2.18,0.47,0.77,0.49,0.35,0.75,0.63,0.65,0.55
5220,2346.89,248.52,26.73,10.12,0.21,0.41,1.0,2.37,2.4,0.55,0.67,0.56,0.49,0.9,0.76,0.6,0.81
5240,2326.83,250.94,27.33,9.54,0.21,0.4,1.0,2.3,2.31,0.53,0.59,0.53,0.41,0.81,0.66,0.67,0.73
5260,2276.64,257.53,26.63,9.36,0.22,0.42,1.0,2.16,2.21,0.64,0.58,0.63,0.59,0.65,0.57,0.66,0.67
5280,2273.72,231.34,27.37,9.12,0.22,0.45,1.0,2.25,2.27,0.5,0.6,0.47,0.51,0.63,0.6,0.63,0.67
5300,2266.01,249.91,28.53,8.02,0.23,0.44,1.0,1.98,2.0,0.5,0.47,0.61,0.54,0.45,0.37,0.63,0.46
5320,2279.74,243.39,26.28,9.84,0.21,0.38,1.0,2.27,2.31,0.74,0.6,0.62,0.57,0.81,0.61,0.59,0.71
5340,2339.49,260.74,27.37,9.25,0.24,0.31,1.0,2.14,2.16,0.56,0.65,0.61,0.45,0.75,0.6,0.72,0.6
5360,2287.48,251.89,27.38,9.07,0.22,0.4,1.0,2.15,2.13,0.52,0.66,0.64,0.55,0.68,0.56,0.67,0.52
5380,2338.7,242.99,27.02,9.68,0.24,0.39,1.0,2.26,2.27,0.67,0.59,0.62,0.56,0.82,0.63,0.6,0.67
5400,2323.29,246.02,27.46,9.21,0.24,0.37,1.0,2.17,2.18,0.67,0.56,0.62,0.58,0.68,0.59,0.66,0.51
5420,2241.63,220.07,27.67,8.77,0.21,0.42,1.0,2.21,2.2,0.64,0.41,0.53,0.53,0.63,0.52,0.51,0.6
5440,2265.36,237.35,27.13,9.16,0.21,0.4,1.0,2.23,2.22,0.64,0.54,0.54,0.5,0.67,0.54,0.66,0.61
5460,2260.51,236.14,26.64,9.54,0.2,0.41,1.0,2.31,2.29,0.58,0.66,0.5,0.5,0.79,0.66,0.63,0.62
5480,2311.93,258.82,27.77,8.41,0.28,0.47,1.0,1.92,1.99,0.56,0.48,0.73,0.67,0.51,0.4,0.68,0.47
5500,2290.31,220.23,26.73,9.46,0.25,0.49,1.0,2.31,2.27,0.56,0.6,0.62,0.55,0.66,0.57,0.63,0.69
5520,2257.7,252.81,27.1,8.86,0.22,0.47,1.0,2.18,2.12,0.5,0.66,0.57,0.53,0.64,0.55,0.6,0.5
5540,2270.43,229.77,26.89,8.93,0.26,0.42,1.0,2.18,2.14,0.55,0.62,0.49,0.48,0.72,0.57,0.62,0.56
5560,2262.94,232.17,26.73,9.55,0.2,0.48,1.0,2.27,2.33,0.66,0.54,0.63,0.61,0.71,0.64,0.43,0.74
5580,2310.18,242.01,27.54,8.77,0.27,0.45,1.0,2.07,2.05,0.65,0.62,0.5,0.53,0.7,0.52,0.68,0.45
5600,2277.78,229.12,28.43,8.34,0.24,0.39,1.0,2.16,2.16,0.44,0.47,0.49,0.45,0.49,0.49,0.58,0.62
5620,2284.54,229.55,27.95,8.79,0.23,0.34,1.0,2.1,2.03,0.61,0.6,0.73,0.56,0.57,0.4,0.81,0.38
5640,2270.07,231.56,26.96,9.18,0.23,0.41,1.0,2.15,2.15,0.61,0.57,0.6,0.61,0.68,0.6,0.54,0.67
5660,2311.47,249.4,28.08,8.46,0.26,0.43,1.0,2.08,2.08,0.49,0.67,0.47,0.47,0.54,0.51,0.6,0.56
5680,2271.17,235.15,25.91,9.79,0.23,0.39,1.0,2.28,2.35,0.61,0.62,0.54,0.53,0.73,0.67,0.64,0.81
5700,2260.06,228.0,26.52,9.7,0.2,0.44,1.0,2.32,2.29,0.52,0.8,0.41,0.44,0.86,0.77,0.6,0.69
5720,2293.94,246.06,26.8,9.85,0.18,0.45,1.0,2.26,2.22,0.59,0.73,0.69,0.67,0.73,0.69,0.68,0.6
5740,2264.08,228.29,28.32,8.56,0.21,0.44,1.0,2.14,2.18,0.47,0.48,0.51,0.43,0.6,0.48,0.62,0.65
5760,2258.5,244.36,28.78,7.54,0.26,0.46,1.0,1.87,1.92,0.53,0.36,0.46,0.49,0.53,0.4,0.42,0.58
5780,2257.95,251.96,27.63,8.39,0.24,0.36,1.0,2.02,1.99,0.6,0.56,0.62,0.59,0.53,0.39,0.68,0.43
5800,2232.22,221.32,27.42,9.0,0.2,0.33,1.0,2.25,2.2,0.59,0.59,0.48,0.49,0.7,0.6,0.49,0.61
5820,2247.41,226.23,27.23,8.92,0.23,0.36,1.0,2.1,2.13,0.68,0.55,0.57,0.56,0.71,0.48,0.64,0.5
5840,2220.86,220.69,27.04,9.26,0.18,0.45,1.0,2.15,2.19,0.56,0.6,0.72,0.71,0.61,0.53,0.63,0.56
5860,2272.26,239.19,27.87,8.43,0.25,0.46,1.0,1.97,2.03,0.6,0.58,0.6,0.58,0.48,0.44,0.68,0.48
5880,2267.29,236.54,26.84,8.95,0.26,0.45,1.0,2.15,2.21,0.64,0.46,0.62,0.67,0.55,0.53,0.53,0.61
5900,2247.95,227.58,26.19,9.86,0.19,0.42,1.0,2.31,2.31,0.51,0.71,0.66,0.62,0.69,0.73,0.66,0.68
5920,2301.73,256.28,27.84,8.67,0.24,0.4,1.0,2.16,2.19,0.62,0.45,0.47,0.57,0.58,0.5,0.53,0.59
5940,2320.19,247.65,26.8,9.72,0.22,0.44,1.0,2.35,2.31,0.62,0.68,0.41,0.4,0.91,0.78,0.53,0.72
5960,2294.61,223.58,27.43,9.14,0.24,0.45,1.0,2.21,2.17,0.68,0.57,0.57,0.75,0.62,0.53,0.56,0.48
5980,2277.94,243.82,27.29,8.83,0.24,0.41,1.0,2.13,2.1,0.61,0.51,0.57,0.55,0.7,0.59,0.53,0.53
6000,2240.77,233.74,27.52,8.47,0.24,0.39,1.0,1.97,1.98,0.52,0.57,0.61,0.63,0.48,0.49,0.69,0.5
6020,2213.47,217.82,27.34,8.74,0.21,0.41,1.0,2.08,2.05,0.56,0.6,0.67,0.64,0.56,0.5,0.65,0.42
6040,2238.22,226.54,27.14,8.97,0.22,0.41,1.0,2.22,2.24,0.49,0.5,0.61,0.5,0.58,0.58,0.59,0.65
6060,2330.21,232.81,27.32,9.6,0.23,0.4,1.0,2.33,2.34,0.67,0.56,0.51,0.57,0.73,0.62,0.52,0.74
6080,2278.1,241.79,28.68,8.1,0.23,0.42,1.0,2.0,1.97,0.58,0.44,0.76,0.72,0.41,0.35,0.48,0.39
6100,2288.85,249.36,27.49,8.94,0.23,0.37,1.0,2.15,2.15,0.68,0.48,0.63,0.58,0.74,0.51,0.46,0.56
6120,2237.71,228.94,27.78,8.5,0.22,0.44,1.0,2.16,2.14,0.43,0.56,0.59,0.46,0.55,0.46,0.64,0.51
6140,2269.57,251.66,27.17,8.83,0.23,0.44,1.0,2.09,2.11,0.59,0.53,0.69,0.68,0.59,0.54,0.47,0.55
6160,2293.66,227.47,26.98,9.52,0.23,0.4,1.0,2.19,2.25,0.67,0.58,0.65,0.64,0.63,0.54,0.73,0.64
6180,2308.48,235.86,26.9,9.27,0.26,0.46,1.0,2.21,2.23,0.65,0.65,0.48,0.51,0.71,0.57,0.61,0.64
6200,2279.14,234.78,26.73,9.33,0.24,0.45,1.0,2.24,2.26,0.72,0.51,0.51,0.61,0.69,0.56,0.56,0.68
6220,2248.29,229.9,27.85,8.5,0.23,0.48,1.0,2.05,2.04,0.66,0.39,0.64,0.67,0.53,0.46,0.53,0.52
6240,2283.48,220.84,26.7,9.48,0.24,0.42,1.0,2.17,2.24,0.68,0.54,0.61,0.65,0.65,0.67,0.56,0.71
6260,2231.76,234.43,27.26,8.71,0.22,0.4,1.0,2.15,2.16,0.73,0.39,0.49,0.55,0.64,0.45,0.5,0.64
6280,2259.04,234.05,27.14,9.0,0.23,0.37,1.0,2.25,2.21,0.51,0.64,0.42,0.41,0.67,0.64,0.56,0.69
6300,2302.07,246.55,27.28,8.96,0.25,0.41,1.0,2.18,2.2,0.64,0.56,0.52,0.49,0.68,0.54,0.54,0.62
6320,2240.93,216.29,26.84,9.39,0.21,0.4,1.0,2.21,2.23,0.77,0.47,0.71,0.65,0.64,0.53,0.58,0.6
6340,2256.9,217.66,27.94,8.91,0.2,0.39,1.0,2.14,2.2,0.74,0.41,0.65,0.77,0.58,0.44,0.47,0.51
6360,2250.87,218.63,27.24,9.24,0.2,0.4,1.0,2.25,2.25,0.59,0.61,0.6,0.56,0.67,0.52,0.56,0.64
6380,2299.25,232.6,27.02,9.38,0.24,0.44,1.0,2.3,2.32,0.52,0.55,0.54,0.36,0.69,0.66,0.67,0.78
6400,2305.58,229.69,26.91,9.55,0.24,0.42,1.0,2.27,2.27,0.53,0.73,0.43,0.37,0.77,0.78,0.62,0.78
6420,2286.54,233.59,26.12,9.88,0.23,0.41,1.0,2.31,2.36,0.7,0.59,0.62,0.52,0.74,0.61,0.74,0.69
6440,2284.54,260.97,29.19,7.72,0.23,0.35,1.0,1.95,1.95,0.42,0.56,0.64,0.55,0.4,0.36,0.57,0.32
6460,2300.58,251.36,28.1,8.62,0.23,0.39,1.0,1.97,2.0,0.58,0.5,0.91,0.74,0.45,0.42,0.63,0.42
6480,2298.64,254.82,27.69,8.58,0.25,0.44,1.0,1.98,2.02,0.67,0.46,0.74,0.7,0.47,0.41,0.65,0.47
6500,2337.27,238.91,26.54,9.83,0.25,0.42,1.0,2.29,2.34,0.8,0.53,0.56,0.63,0.73,0.68,0.55,0.73
6520,2264.21,240.53,28.13,8.43,0.22,0.4,1.0,2.04,2.15,0.65,0.49,0.52,0.54,0.5,0.43,0.58,0.54
6540,2259.14,232.88,26.85,9.22,0.22,0.39,1.0,2.15,2.22,0.8,0.38,0.63,0.74,0.69,0.57,0.35,0.7
6560,2295.99,234.95,27.89,9.1,0.21,0.4,1.0,2.2,2.24,0.6,0.58,0.55,0.48,0.66,0.56,0.61,0.64
6580,2292.83,249.89,27.33,8.97,0.24,0.37,1.0,2.24,2.25,0.52,0.6,0.47,0.38,0.68,0.6,0.62,0.62
6600,2286.79,263.55,28.12,8.18,0.25,0.42,1.0,1.9,1.94,0.56,0.42,0.88,0.65,0.45,0.3,0.66,0.42
6620,2302.83,238.9,27.04,9.19,0.25,0.44,1.0,2.16,2.14,0.64,0.6,0.6,0.54,0.65,0.56,0.65,0.65
6640,2295.68,243.63,28.12,8.56,0.24,0.39,1.0,2.04,2.01,0.65,0.54,0.68,0.69,0.52,0.42,0.58,0.43
6660,2290.64,237.74,27.64,8.93,0.23,0.39,1.0,2.18,2.21,0.55,0.62,0.53,0.48,0.58,0.51,0.69,0.6
6680,2343.81,250.37,28.27,8.84,0.24,0.38,1.0,2.13,2.2,0.59,0.46,0.69,0.59,0.49,0.44,0.67,0.58
6700,2297.1,258.17,27.47,8.49,0.27,0.42,1.0,2.07,2.1,0.69,0.42,0.63,0.62,0.6,0.49,0.41,0.47
6720,2264.48,247.92,26.46,9.63,0.2,0.42,1.0,2.26,2.27,0.6,0.65,0.56,0.48,0.77,0.73,0.61,0.69
6740,2274.21,248.11,28.24,8.36,0.22,0.48,1.0,1.97,2.03,0.54,0.48,0.83,0.61,0.44,0.32,0.72,0.42
6760,2237.45,229.81,27.23,9.11,0.19,0.39,1.0,2.07,2.06,0.73,0.49,0.77,0.83,0.66,0.5,0.51,0.51
6780,2274.87,240.46,28.07,8.61,0.22,0.4,1.0,2.07,2.08,0.65,0.45,0.69,0.65,0.59,0.42,0.55,0.47
6800,2225.53,222.4,27.51,8.59,0.22,0.39,1.0,2.14,2.17,0.52,0.44,0.6,0.48,0.6,0.48,0.57,0.6
6820,2282.64,232.45,27.86,9.01,0.21,0.38,1.0,2.16,2.2,0.59,0.46,0.79,0.64,0.55,0.43,0.63,0.57
6840,2229.51,232.66,27.57,8.52,0.22,0.4,1.0,2.05,2.1,0.61,0.4,0.61,0.56,0.53,0.44,0.62,0.6
6860,2234.41,228.38,26.75,9.23,0.21,0.47,1.0,2.21,2.24,0.71,0.7,0.34,0.55,0.76,0.6,0.56,0.56
6880,2231.37,244.72,26.93,8.91,0.21,0.42,1.0,2.03,2.14,0.55,0.58,0.7,0.6,0.57,0.51,0.68,0.54
6900,2240.3,231.93,26.09,9.5,0.22,0.41,1.0,2.11,2.21,0.8,0.6,0.62,0.68,0.72,0.56,0.63,0.55
6920,2231.9,224.71,26.96,9.1,0.21,0.44,1.0,2.19,2.23,0.75,0.39,0.59,0.61,0.67,0.45,0.55,0.68
6940,2244.58,249.43,27.49,8.42,0.23,0.38,1.0,1.96,1.96,0.66,0.61,0.64,0.76,0.52,0.43,0.54,0.35
6960,2255.9,235.57,26.8,9.26,0.22,0.44,1.0,2.3,2.3,0.53,0.59,0.51,0.39,0.72,0.66,0.57,0.68
6980,2246.1,244.58,27.54,8.71,0.21,0.44,1.0,2.15,2.16,0.6,0.5,0.59,0.49,0.61,0.51,0.56,0.53
7000,2323.9,239.69,27.12,9.28,0.26,0.4,1.0,2.26,2.26,0.59,0.61,0.56,0.49,0.74,0.68,0.48,0.61
7020,2221.64,233.66,27.39,8.68,0.21,0.38,1.0,2.11,2.14,0.66,0.56,0.55,0.57,0.57,0.51,0.56,0.45
7040,2252.57,250.3,26.81,9.15,0.21,0.41,1.0,2.0,2.1,0.82,0.59,0.71,0.74,0.62,0.46,0.65,0.47
7060,2267.51,216.91,27.33,9.09,0.23,0.41,1.0,2.26,2.26,0.54,0.69,0.48,0.49,0.75,0.68,0.42,0.54
7080,2255.76,228.53,27.29,8.86,0.23,0.46,1.0,2.21,2.25,0.49,0.67,0.48,0.47,0.63,0.6,0.58,0.49
7100,2295.75,220.65,27.12,9.55,0.22,0.43,1.0,2.37,2.37,0.62,0.66,0.37,0.48,0.85,0.71,0.41,0.71
7120,2263.75,227.09,27.88,8.63,0.23,0.42,1.0,2.12,2.16,0.6,0.58,0.43,0.46,0.68,0.54,0.49,0.56
7140,2253.91,209.19,26.4,9.69,0.22,0.38,1.0,2.32,2.34,0.63,0.6,0.56,0.73,0.73,0.69,0.44,0.67
7160,2208.33,230.33,28.78,7.77,0.2,0.43,1.0,2.0,2.07,0.56,0.37,0.52,0.58,0.47,0.29,0.5,0.41
7180,2264.37,256.89,26.84,9.15,0.21,0.4,1.0,2.09,2.15,0.56,0.62,0.73,0.52,0.65,0.55,0.72,0.57
7200,2241.05,239.45,27.42,8.75,0.21,0.34,1.0,2.09,2.14,0.49,0.58,0.62,0.5,0.54,0.56,0.7,0.52
7220,2279.8,233.34,27.6,8.86,0.23,0.37,1.0,2.09,2.11,0.64,0.58,0.6,0.75,0.6,0.53,0.49,0.47
7240,2232.57,227.69,26.65,9.51,0.18,0.35,1.0,2.22,2.3,0.58,0.6,0.64,0.5,0.73,0.63,0.64,0.67
7260,2268.09,233.1,27.33,9.06,0.22,0.37,1.0,2.19,2.23,0.58,0.61,0.59,0.49,0.72,0.53,0.56,0.57
7280,2301.74,229.41,26.84,9.64,0.23,0.38,1.0,2.39,2.37,0.58,0.59,0.54,0.46,0.79,0.66,0.56,0.7
7300,2250.93,247.78,26.72,8.98,0.23,0.42,1.0,2.15,2.13,0.58,0.62,0.54,0.53,0.68,0.61,0.58,0.56
7320,2205.7,230.66,27.66,8.31,0.21,0.39,1.0,2.09,2.08,0.47,0.56,0.48,0.5,0.53,0.51,0.55,0.53
7340,2241.36,239.06,26.57,9.19,0.22,0.41,1.0,2.13,2.16,0.7,0.48,0.74,0.61,0.68,0.52,0.63,0.55
7360,2231.42,235.05,27.81,8.24,0.23,0.43,1.0,2.06,2.1,0.59,0.4,0.53,0.59,0.52,0.46,0.47,0.51
7380,2262.48,225.58,27.04,9.26,0.22,0.4,1.0,2.26,2.24,0.51,0.66,0.57,0.35,0.7,0.58,0.76,0.63
7400,2299.37,239.74,27.65,8.77,0.25,0.44,1.0,2.04,2.09,0.52,0.63,0.65,0.6,0.57,0.47,0.68,0.52
7420,2247.36,244.06,26.68,9.18,0.21,0.42,1.0,2.26,2.3,0.65,0.51,0.56,0.65,0.67,0.57,0.45,0.56
7440,2240.47,205.42,26.42,9.64,0.22,0.5,1.0,2.3,2.32,0.63,0.66,0.55,0.61,0.73,0.68,0.51,0.65
7460,2259.72,222.03,27.41,9.15,0.21,0.36,1.0,2.18,2.24,0.75,0.61,0.34,0.44,0.83,0.61,0.5,0.63
7480,2227.24,223.33,27.34,8.56,0.24,0.38,1.0,2.15,2.24,0.69,0.37,0.51,0.55,0.59,0.45,0.45,0.57
7500,2276.45,225.89,27.34,8.99,0.24,0.39,1.0,2.13,2.17,0.73,0.55,0.59,0.62,0.61,0.46,0.63,0.5
7520,2266.43,239.75,26.21,9.73,0.21,0.38,1.0,2.2,2.23,0.55,0.65,0.77,0.72,0.68,0.67,0.64,0.62
7540,2295.82,257.75,27.03,9.14,0.23,0.48,1.0,2.19,2.26,0.62,0.5,0.64,0.63,0.54,0.51,0.67,0.6
7560,2264.29,241.0,27.05,9.02,0.23,0.43,1.0,2.16,2.2,0.52,0.68,0.59,0.47,0.58,0.54,0.77,0.52
7580,2288.45,229.81,26.94,9.3,0.24,0.41,1.0,2.26,2.25,0.63,0.56,0.47,0.52,0.76,0.65,0.49,0.71
7600,2245.5,210.58,27.85,8.62,0.23,0.36,1.0,2.11,2.06,0.63,0.65,0.43,0.56,0.73,0.56,0.47,0.42
