iteration,total_loss,recon_loss,total_corr,betaVAE_kld,k_sim_loss,k_contrast_loss,lambda_TC,kld_dim1,kld_dim2,kld_dim3,kld_dim4,kld_dim5,kld_dim6,kld_dim7,kld_dim8,kld_dim9,kld_dim10
7620,2186.02,236.71,27.17,8.63,0.19,0.43,1.0,2.08,2.1,0.73,0.48,0.53,0.58,0.56,0.5,0.54,0.54
7640,2299.22,234.51,27.29,9.14,0.24,0.38,1.0,2.14,2.13,0.48,0.87,0.44,0.36,0.66,0.65,0.83,0.59
7660,2206.49,223.77,27.53,8.56,0.21,0.37,1.0,2.21,2.22,0.57,0.51,0.47,0.47,0.54,0.49,0.55,0.53
7680,2242.76,239.61,27.51,8.67,0.22,0.43,1.0,2.12,2.16,0.55,0.52,0.53,0.53,0.58,0.56,0.51,0.62
7700,2252.44,239.73,28.1,8.27,0.23,0.4,1.0,2.05,2.09,0.56,0.37,0.59,0.48,0.52,0.47,0.57,0.57
7720,2271.8,231.63,27.19,9.17,0.22,0.39,1.0,2.16,2.12,0.63,0.64,0.64,0.67,0.64,0.59,0.63,0.47
7740,2291.5,242.34,27.03,9.48,0.21,0.4,1.0,2.24,2.2,0.6,0.77,0.57,0.58,0.73,0.69,0.57,0.53
7760,2282.65,240.85,27.7,8.77,0.23,0.39,1.0,2.09,2.09,0.59,0.47,0.67,0.64,0.61,0.5,0.56,0.56
7780,2272.02,230.19,26.49,9.65,0.22,0.41,1.0,2.18,2.18,0.59,0.68,0.75,0.66,0.72,0.56,0.73,0.6
7800,2231.05,227.63,27.67,8.53,0.22,0.39,1.0,2.12,2.14,0.52,0.49,0.57,0.5,0.53,0.45,0.63,0.6
7820,2243.3,226.89,26.65,8.99,0.25,0.4,1.0,2.09,2.07,0.62,0.61,0.62,0.6,0.61,0.53,0.65,0.58
7840,2215.9,243.05,26.86,8.85,0.21,0.43,1.0,2.06,2.08,0.64,0.66,0.54,0.5,0.61,0.52,0.74,0.49
7860,2230.92,232.44,27.4,9.0,0.18,0.37,1.0,2.27,2.31,0.52,0.54,0.59,0.68,0.52,0.53,0.46,0.58
7880,2207.63,217.84,26.83,9.02,0.21,0.4,1.0,2.13,2.11,0.73,0.53,0.66,0.64,0.61,0.47,0.6,0.53
7900,2258.86,232.94,27.57,9.09,0.19,0.39,1.0,2.13,2.11,0.59,0.73,0.61,0.55,0.68,0.5,0.75,0.43
7920,2277.04,230.52,27.6,8.85,0.24,0.39,1.0,2.18,2.25,0.52,0.52,0.5,0.41,0.68,0.62,0.51,0.65
7940,2252.86,235.0,26.76,9.19,0.22,0.37,1.0,2.18,2.26,0.56,0.51,0.69,0.59,0.64,0.56,0.64,0.56
7960,2245.42,234.21,27.39,8.7,0.23,0.45,1.0,2.15,2.24,0.6,0.45,0.41,0.36,0.71,0.54,0.54,0.69
7980,2281.45,232.13,25.9,10.28,0.2,0.42,1.0,2.41,2.46,0.56,0.59,0.57,0.53,0.89,0.89,0.51,0.86
8000,2328.52,236.31,26.79,9.84,0.23,0.39,1.0,2.38,2.39,0.6,0.71,0.51,0.44,0.83,0.69,0.65,0.64
8020,2283.28,248.37,27.36,8.88,0.24,0.38,1.0,2.1,2.13,0.61,0.46,0.65,0.54,0.65,0.53,0.63,0.57
8040,2305.7,217.98,26.51,10.02,0.22,0.4,1.0,2.36,2.36,0.74,0.67,0.58,0.62,0.81,0.69,0.49,0.7
8060,2261.14,225.81,26.89,9.21,0.23,0.41,1.0,2.18,2.18,0.67,0.59,0.55,0.48,0.75,0.58,0.57,0.64
8080,2221.08,240.08,27.81,8.37,0.2,0.39,1.0,2.04,2.08,0.62,0.43,0.7,0.57,0.57,0.39,0.51,0.46
8100,2251.06,250.69,27.35,8.75,0.21,0.43,1.0,2.08,2.08,0.51,0.66,0.64,0.58,0.6,0.52,0.6,0.47
8120,2220.01,228.14,27.66,8.58,0.2,0.41,1.0,2.16,2.19,0.64,0.44,0.44,0.49,0.68,0.53,0.42,0.59
8140,2244.14,198.36,28.06,8.66,0.22,0.4,1.0,2.15,2.17,0.56,0.43,0.65,0.42,0.65,0.46,0.65,0.52
8160,2270.17,245.24,26.63,9.03,0.25,0.46,1.0,2.19,2.22,0.5,0.54,0.72,0.6,0.63,0.56,0.54,0.54
8180,2263.28,205.14,26.42,9.86,0.22,0.37,1.0,2.39,2.38,0.68,0.62,0.5,0.58,0.83,0.62,0.54,0.71
8200,2233.28,231.76,27.49,8.51,0.23,0.38,1.0,2.14,2.12,0.68,0.41,0.43,0.51,0.77,0.51,0.36,0.58
8220,2271.96,228.84,25.91,9.75,0.24,0.45,1.0,2.28,2.29,0.7,0.54,0.66,0.68,0.74,0.67,0.55,0.66
8240,2235.2,243.46,27.68,8.39,0.22,0.41,1.0,2.04,2.04,0.62,0.42,0.6,0.68,0.57,0.46,0.45,0.51
8260,2245.31,226.23,27.0,9.17,0.21,0.43,1.0,2.19,2.15,0.7,0.61,0.52,0.66,0.75,0.48,0.6,0.51
8280,2236.54,223.65,26.77,8.93,0.24,0.41,1.0,2.17,2.17,0.6,0.56,0.53,0.53,0.72,0.56,0.51,0.57
8300,2233.79,210.38,26.64,9.47,0.21,0.38,1.0,2.13,2.17,0.82,0.54,0.62,0.73,0.73,0.53,0.66,0.54
8320,2222.42,216.29,26.51,9.38,0.21,0.38,1.0,2.23,2.25,0.64,0.64,0.51,0.5,0.77,0.63,0.61,0.6
8340,2276.69,230.22,28.06,8.7,0.22,0.42,1.0,2.02,2.07,0.68,0.52,0.64,0.74,0.49,0.37,0.75,0.43
8360,2282.34,215.57,27.27,9.24,0.24,0.45,1.0,2.28,2.33,0.4,0.67,0.42,0.39,0.74,0.67,0.54,0.8
8380,2203.6,228.94,27.42,8.57,0.2,0.38,1.0,1.97,2.0,0.6,0.6,0.62,0.72,0.51,0.41,0.74,0.4
8400,2248.35,218.63,26.19,9.77,0.21,0.38,1.0,2.32,2.31,0.63,0.59,0.52,0.54,0.85,0.74,0.58,0.7
8420,2221.59,229.93,27.46,8.67,0.21,0.42,1.0,2.11,2.13,0.73,0.45,0.55,0.63,0.66,0.42,0.54,0.45
8440,2274.3,231.16,27.35,9.33,0.2,0.38,1.0,2.23,2.31,0.54,0.55,0.52,0.39,0.74,0.6,0.65,0.8
8460,2192.68,233.76,27.13,8.61,0.2,0.39,1.0,2.07,2.11,0.49,0.49,0.74,0.59,0.53,0.42,0.72,0.45
8480,2279.61,230.63,27.05,9.21,0.24,0.45,1.0,2.19,2.23,0.52,0.63,0.65,0.62,0.65,0.57,0.6,0.55
8500,2296.05,226.59,26.52,9.56,0.25,0.41,1.0,2.17,2.22,0.67,0.61,0.58,0.6,0.84,0.62,0.57,0.68
8520,2222.96,220.7,26.73,9.05,0.22,0.43,1.0,2.23,2.27,0.51,0.52,0.61,0.56,0.64,0.55,0.53,0.63
8540,2242.95,230.38,27.42,8.77,0.22,0.39,1.0,2.11,2.14,0.6,0.55,0.6,0.65,0.54,0.45,0.58,0.55
8560,2302.31,232.55,26.07,9.78,0.26,0.41,1.0,2.32,2.31,0.68,0.66,0.61,0.69,0.76,0.63,0.51,0.62
8580,2232.94,196.01,27.54,8.86,0.23,0.4,1.0,2.15,2.11,0.71,0.53,0.52,0.69,0.64,0.51,0.48,0.52
8600,2293.09,246.7,26.95,8.72,0.29,0.45,1.0,2.09,2.07,0.6,0.46,0.72,0.79,0.58,0.5,0.45,0.46
8620,2274.41,242.48,27.12,9.01,0.23,0.43,1.0,2.2,2.18,0.52,0.54,0.66,0.46,0.61,0.57,0.69,0.59
8640,2283.54,222.13,27.11,9.13,0.25,0.46,1.0,2.18,2.16,0.69,0.72,0.5,0.67,0.61,0.52,0.6,0.48
8660,2226.86,225.91,26.41,9.31,0.21,0.41,1.0,2.24,2.27,0.61,0.53,0.53,0.61,0.63,0.64,0.59,0.65
8680,2253.62,225.85,27.99,8.48,0.23,0.42,1.0,2.11,2.12,0.44,0.61,0.59,0.51,0.5,0.45,0.68,0.46
8700,2207.75,222.64,28.23,8.46,0.17,0.42,1.0,2.08,2.1,0.48,0.63,0.5,0.56,0.55,0.48,0.64,0.44
8720,2279.64,220.19,26.99,9.34,0.24,0.48,1.0,2.17,2.25,0.87,0.48,0.49,0.56,0.84,0.5,0.59,0.58
8740,2296.99,233.22,27.04,9.2,0.25,0.4,1.0,2.18,2.25,0.64,0.47,0.68,0.61,0.6,0.47,0.74,0.56
8760,2295.9,248.3,26.71,9.01,0.27,0.48,1.0,2.08,2.12,0.63,0.58,0.69,0.73,0.57,0.51,0.65,0.45
8780,2281.59,240.66,27.17,8.87,0.25,0.45,1.0,2.15,2.15,0.61,0.57,0.43,0.6,0.7,0.62,0.4,0.64
8800,2240.04,225.35,27.11,8.88,0.23,0.42,1.0,2.19,2.23,0.45,0.61,0.46,0.32,0.67,0.6,0.75,0.61
8820,2205.92,228.45,26.68,9.03,0.2,0.42,1.0,2.2,2.23,0.56,0.59,0.47,0.51,0.69,0.56,0.61,0.62
8840,2244.46,243.24,27.65,8.46,0.23,0.46,1.0,2.04,2.09,0.53,0.51,0.7,0.61,0.49,0.37,0.75,0.37
8860,2227.02,229.71,26.84,8.85,0.23,0.37,1.0,2.09,2.1,0.58,0.59,0.6,0.69,0.64,0.56,0.55,0.45
8880,2233.67,223.36,26.48,9.5,0.2,0.38,1.0,2.3,2.31,0.45,0.79,0.5,0.39,0.76,0.71,0.7,0.6
8900,2271.67,249.65,27.36,8.84,0.23,0.44,1.0,2.11,2.09,0.61,0.56,0.64,0.54,0.58,0.45,0.74,0.52
8920,2204.94,220.05,27.13,8.78,0.21,0.38,1.0,2.07,2.08,0.77,0.4,0.72,0.78,0.56,0.39,0.57,0.44
8940,2254.26,229.05,26.31,9.54,0.22,0.43,1.0,2.3,2.29,0.55,0.65,0.53,0.49,0.76,0.68,0.56,0.72
8960,2193.47,216.25,27.35,8.64,0.2,0.41,1.0,2.18,2.2,0.53,0.54,0.48,0.56,0.56,0.52,0.5,0.56
8980,2236.02,251.47,26.31,9.11,0.22,0.39,1.0,2.13,2.17,0.52,0.6,0.71,0.56,0.65,0.55,0.69,0.53
9000,2277.54,242.91,26.63,9.4,0.23,0.4,1.0,2.25,2.3,0.65,0.53,0.69,0.55,0.67,0.53,0.68,0.57
9020,2286.78,240.57,27.32,9.05,0.23,0.38,1.0,2.18,2.18,0.67,0.56,0.64,0.67,0.68,0.5,0.51,0.46
9040,2235.05,237.58,28.44,8.22,0.2,0.4,1.0,2.1,2.19,0.61,0.33,0.65,0.65,0.44,0.36,0.45,0.46
9060,2282.4,251.23,27.32,8.62,0.26,0.44,1.0,2.1,2.18,0.61,0.39,0.61,0.64,0.63,0.47,0.45,0.55
9080,2265.87,238.68,27.61,8.69,0.23,0.44,1.0,2.08,2.1,0.45,0.61,0.66,0.47,0.6,0.5,0.77,0.46
9100,2214.71,216.81,26.94,8.97,0.21,0.44,1.0,2.12,2.15,0.56,0.65,0.65,0.59,0.69,0.52,0.62,0.42
9120,2223.11,231.49,26.32,9.38,0.2,0.43,1.0,2.17,2.18,0.54,0.57,0.76,0.6,0.7,0.61,0.66,0.58
9140,2226.39,209.58,27.36,9.02,0.2,0.37,1.0,2.19,2.17,0.6,0.62,0.52,0.57,0.66,0.58,0.53,0.57
9160,2200.15,216.18,26.82,9.25,0.18,0.4,1.0,2.3,2.28,0.49,0.65,0.49,0.48,0.72,0.65,0.57,0.62
9180,2281.12,244.09,28.72,7.87,0.25,0.42,1.0,1.97,1.97,0.66,0.42,0.63,0.67,0.42,0.31,0.56,0.27
9200,2227.62,234.68,26.77,8.96,0.22,0.43,1.0,2.19,2.19,0.64,0.64,0.52,0.53,0.61,0.48,0.69,0.45
9220,2222.86,233.68,28.09,8.13,0.22,0.42,1.0,2.02,2.04,0.55,0.52,0.51,0.47,0.58,0.45,0.49,0.51
9240,2221.16,219.33,26.9,8.91,0.23,0.42,1.0,2.18,2.19,0.62,0.58,0.57,0.6,0.58,0.51,0.58,0.49
9260,2249.96,252.73,26.32,9.45,0.2,0.4,1.0,2.28,2.25,0.7,0.6,0.55,0.68,0.74,0.63,0.46,0.57
9280,2217.94,232.41,27.5,8.35,0.23,0.36,1.0,2.15,2.19,0.44,0.5,0.36,0.36,0.59,0.6,0.48,0.67
9300,2231.38,228.49,26.53,9.22,0.22,0.45,1.0,2.16,2.18,0.7,0.48,0.79,0.81,0.6,0.48,0.53,0.48
9320,2234.62,232.07,25.7,9.84,0.2,0.32,1.0,2.37,2.35,0.56,0.67,0.63,0.57,0.77,0.72,0.61,0.59
9340,2204.53,238.74,26.67,8.92,0.2,0.37,1.0,2.07,2.06,0.6,0.62,0.66,0.6,0.67,0.55,0.64,0.44
9360,2243.15,222.82,26.99,8.96,0.24,0.37,1.0,2.2,2.27,0.52,0.66,0.41,0.37,0.72,0.59,0.62,0.61
9380,2252.67,225.01,26.94,9.41,0.2,0.38,1.0,2.2,2.22,0.65,0.61,0.72,0.72,0.65,0.55,0.56,0.52
9400,2265.93,239.37,26.2,9.62,0.22,0.39,1.0,2.34,2.35,0.58,0.6,0.56,0.57,0.7,0.66,0.63,0.62
9420,2267.4,234.17,26.31,9.54,0.23,0.38,1.0,2.17,2.2,0.67,0.56,0.73,0.65,0.71,0.62,0.61,0.63
9440,2296.75,236.53,27.21,9.44,0.21,0.38,1.0,2.27,2.24,0.48,0.78,0.59,0.47,0.78,0.68,0.67,0.49
9460,2213.15,214.96,26.63,9.35,0.2,0.38,1.0,2.29,2.28,0.6,0.56,0.61,0.5,0.79,0.56,0.54,0.62
9480,2249.5,237.84,27.64,8.63,0.22,0.44,1.0,2.06,2.03,0.52,0.54,0.78,0.69,0.47,0.47,0.64,0.44
9500,2303.4,252.98,26.57,9.43,0.24,0.42,1.0,2.18,2.18,0.58,0.66,0.7,0.52,0.68,0.62,0.74,0.56
9520,2269.36,243.08,27.7,8.58,0.24,0.42,1.0,2.13,2.1,0.47,0.6,0.61,0.57,0.52,0.49,0.64,0.44
9540,2207.35,229.93,26.33,9.24,0.2,0.37,1.0,2.21,2.19,0.61,0.6,0.68,0.62,0.58,0.52,0.68,0.54
9560,2205.05,222.51,26.61,9.2,0.2,0.42,1.0,2.22,2.14,0.38,0.8,0.63,0.47,0.67,0.68,0.69,0.53
9580,2252.9,217.23,27.35,8.97,0.23,0.37,1.0,2.24,2.25,0.62,0.44,0.53,0.51,0.69,0.55,0.47,0.66
9600,2218.19,236.55,25.52,10.08,0.17,0.43,1.0,2.3,2.31,0.68,0.76,0.66,0.68,0.72,0.65,0.7,0.63
9620,2243.65,235.66,28.07,8.51,0.2,0.37,1.0,2.01,2.05,0.58,0.47,0.83,0.65,0.45,0.36,0.71,0.41
9640,2196.78,226.92,27.1,8.64,0.21,0.41,1.0,2.15,2.15,0.46,0.48,0.69,0.62,0.56,0.55,0.44,0.54
9660,2266.98,209.16,26.46,9.52,0.25,0.41,1.0,2.28,2.29,0.5,0.71,0.59,0.51,0.66,0.63,0.71,0.62
9680,2257.52,230.08,27.38,8.93,0.22,0.47,1.0,2.17,2.17,0.57,0.6,0.54,0.53,0.64,0.54,0.61,0.56
9700,2227.6,226.98,27.19,8.78,0.22,0.4,1.0,2.16,2.13,0.44,0.62,0.68,0.54,0.59,0.5,0.65,0.48
9720,2290.57,238.33,27.33,9.05,0.24,0.38,1.0,2.16,2.19,0.48,0.63,0.64,0.51,0.63,0.58,0.66,0.56
9740,2224.23,224.27,26.24,9.57,0.2,0.39,1.0,2.38,2.4,0.54,0.5,0.65,0.58,0.69,0.66,0.46,0.72
9760,2260.82,228.15,27.03,9.05,0.24,0.4,1.0,2.11,2.1,0.64,0.54,0.73,0.71,0.6,0.45,0.63,0.56
9780,2251.17,238.44,27.36,8.81,0.22,0.39,1.0,2.1,2.18,0.64,0.44,0.71,0.7,0.53,0.44,0.56,0.51
9800,2161.67,220.29,27.17,8.38,0.2,0.39,1.0,2.05,2.13,0.44,0.58,0.66,0.46,0.52,0.45,0.62,0.49
9820,2164.4,220.41,27.24,8.48,0.19,0.41,1.0,2.11,2.15,0.58,0.52,0.61,0.5,0.56,0.44,0.54,0.47
9840,2223.46,215.06,27.11,8.88,0.22,0.45,1.0,2.19,2.2,0.52,0.57,0.55,0.57,0.59,0.58,0.5,0.61
9860,2243.36,257.31,27.11,8.74,0.22,0.37,1.0,2.05,2.05,0.67,0.53,0.69,0.62,0.6,0.4,0.69,0.44
9880,2186.38,206.7,25.91,9.7,0.18,0.4,1.0,2.26,2.27,0.72,0.62,0.63,0.68,0.7,0.59,0.66,0.57
9900,2220.27,213.37,26.87,8.73,0.25,0.45,1.0,2.12,2.09,0.6,0.7,0.5,0.69,0.56,0.54,0.55,0.38
9920,2270.0,224.76,27.19,9.06,0.24,0.43,1.0,2.14,2.21,0.57,0.62,0.67,0.6,0.6,0.53,0.63,0.48
9940,2204.43,211.95,27.38,8.28,0.25,0.45,1.0,2.04,2.1,0.43,0.63,0.51,0.54,0.49,0.54,0.57,0.43
9960,2267.63,220.14,26.55,9.52,0.23,0.4,1.0,2.26,2.24,0.54,0.75,0.61,0.52,0.7,0.64,0.74,0.52
9980,2221.55,221.83,26.88,8.96,0.22,0.42,1.0,2.18,2.21,0.58,0.55,0.57,0.71,0.49,0.55,0.58,0.56
10000,2236.1,220.22,27.53,8.68,0.23,0.41,1.0,2.13,2.15,0.6,0.56,0.62,0.78,0.46,0.45,0.53,0.39
